71,ATR-0431,,,,722.5,5/4/2013,Tamandua ,Tamandua tetradactyla,Tamanduá Mirim,-20.0890809317,-56.7477103903,,BR262 -Ponte Rio Paraguai,Campo Grande,MS,Brasil,pele,Etanol,"Desbiez, A.","Fischer, E",,,,,,-20.0890809317,-56.7477103903
74,ATR-0432,,,,196,5/4/2013,Tamandua ,Tamandua tetradactyla,Tamanduá Mirim,-19.9900605615,-56.8247044846,,BR262 -Ponte Rio Paraguai,Campo Grande,MS,Brasil,pele,Etanol,"Desbiez, A.","Fischer, E",,,,,,-19.9900605615,-56.8247044846
82,ATR-0433,,,,765,5/14/2013,Tamandua ,Tamandua tetradactyla,Tamanduá Mirim,-20.7444671382,-54.5356789354,,BR163/BR267-Nova Alvorada-Casa Verde,Campo Grande,MS,Brasil,pele,Etanol,"Desbiez, A.","Fischer, E",,,,,,-20.7444671382,-54.5356789354
97,ATR-0434,,M,,111.5,5/16/2013,Tamandua ,Tamandua tetradactyla,Tamanduá Mirim,-20.7650812674,-52.0093029167,,BR262 -Três Lagoas,Campo Grande,MS,Brasil,pele,Etanol,"Desbiez, A.","Fischer, E",,,,,,-20.7650812674,-52.0093029167
98,ATR-0435,,M,,180.5,5/18/2013,Tamandua ,Tamandua tetradactyla,Tamanduá Mirim,-20.4311450128,-54.8918469452,,BR262 -Ponte Rio Paraguai,Campo Grande,MS,Brasil,pele,Etanol,"Desbiez, A.","Fischer, E",,,,,,-20.4311450128,-54.8918469452
116,ATR-0436,,M,,109.5,5/28/2013,Tamandua ,Tamandua tetradactyla,Tamanduá Mirim,-21.5698549753,-54.1798846903,,BR163/BR267-Nova Alvorada-Casa Verde,Campo Grande,MS,Brasil,pele,Etanol,"Desbiez, A.","Fischer, E",,,,,,-21.5698549753,-54.1798846903
117,ATR-0437,,,,995.5,5/28/2013,Tamandua ,Tamandua tetradactyla,Tamanduá Mirim,-21.5948067055,-54.0534261805,,BR163/BR267-Nova Alvorada-Casa Verde,Campo Grande,MS,Brasil,pele,Etanol,"Desbiez, A.","Fischer, E",,,,,,-21.5948067055,-54.0534261805
139,ATR-0438,,,,735,6/13/2013,Tamandua ,Tamandua tetradactyla,Tamanduá Mirim,-20.445993859,-52.8551622091,,BR262 -Três Lagoas,Campo Grande,MS,Brasil,pele,Etanol,"Desbiez, A.","Fischer, E",,,,,,-20.445993859,-52.8551622091
140,ATR-0439,,,,240,6/13/2013,Tamandua ,Tamandua tetradactyla,Tamanduá Mirim,-20.60348006,-52.4110901597,,BR262 -Três Lagoas,Campo Grande,MS,Brasil,pele,Etanol,"Desbiez, A.","Fischer, E",,,,,,-20.60348006,-52.4110901597
147,ATR-0440,,M,,359,6/15/2013,Tamandua ,Tamandua tetradactyla,Tamandua Mirim,-20.4535050757,-55.1734796634,,BR262 -Ponte Rio Paraguai,Campo Grande,MS,Brasil,pele,Etanol,"Desbiez, A.","Fischer, E",,,,,,-20.4535050757,-55.1734796634
