ID,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,time,latitude,longitude,iridiumCepRadius
MS040_Rodolfo_692133A_2,2017.11.11 05:24:12,,2017-11-11T05:24:12,,,,-1,0,0,,,2017.11.11 05:24:12,-21.140380,-53.561760,571
MS040_Rodolfo_692133A_2,2017.11.14 21:23:38,,2017-11-14T21:23:38,,,,-1,0,0,,,2017.11.14 21:23:38,-21.178380,-53.839420,18
MS040_Rodolfo_692133A_2,2017.11.19 01:24:03,,2017-11-19T01:24:03,,,,-1,0,0,,,2017.11.19 01:24:03,-21.139780,-53.754450,3
MS040_Rodolfo_692133A_2,2017.11.23 01:23:54,,2017-11-23T01:23:54,,,,-1,0,0,,,2017.11.23 01:23:54,-21.129260,-53.777220,3
MS040_Rodolfo_692133A_2,2017.11.27 01:23:55,,2017-11-27T01:23:55,,,,-1,0,0,,,2017.11.27 01:23:55,-21.132070,-53.723380,9
MS040_Rodolfo_692133A_2,2017.11.30 21:23:38,,2017-11-30T21:23:38,,,,-1,0,0,,,2017.11.30 21:23:38,-21.129260,-53.777220,6
MS040_Rodolfo_692133A_2,2017.12.05 01:24:04,,2017-12-05T01:24:04,,,,-1,0,0,,,2017.12.05 01:24:04,-21.129260,-53.777220,3
MS040_Rodolfo_692133A_2,2017.12.09 01:23:53,,2017-12-09T01:23:53,,,,-1,0,0,,,2017.12.09 01:23:53,-21.129260,-53.777220,7
MS040_Rodolfo_692133A_2,2017.12.13 09:24:18,,2017-12-13T09:24:18,,,,-1,0,0,,,2017.12.13 09:24:18,-21.139780,-53.754450,2
MS040_Rodolfo_692133A_2,2017.12.17 01:23:54,,2017-12-17T01:23:54,,,,-1,0,0,,,2017.12.17 01:23:54,-21.098350,-53.723380,4
MS040_Rodolfo_692133A_2,2017.12.22 05:14:55,,2017-12-22T05:14:55,,,,-1,0,0,,,2017.12.22 05:14:55,-21.139780,-53.754450,3
MS040_Rodolfo_692133A_2,2017.12.23 05:16:11,,2017-12-23T05:16:11,,,,-1,0,0,,,2017.12.23 05:16:11,-21.098350,-53.723380,7
MS040_Rodolfo_692133A_2,2017.12.25 01:23:44,,2017-12-25T01:23:44,,,,-1,0,0,,,2017.12.25 01:23:44,-21.097470,-55.380370,191
MS040_Rodolfo_692133A_2,2017.12.28 21:23:39,,2017-12-28T21:23:39,,,,-1,0,0,,,2017.12.28 21:23:39,-21.095550,-53.777220,2
MS040_Rodolfo_692133A_2,2017.12.29 05:24:31,,2017-12-29T05:24:31,,,,-1,0,0,,,2017.12.29 05:24:31,-21.129260,-53.777220,3
MS040_Rodolfo_692133A_2,2018.01.02 01:23:42,,2018-01-02T01:23:42,,,,-1,0,0,,,2018.01.02 01:23:42,-21.139780,-53.754450,3
MS040_Rodolfo_692133A_2,2018.01.05 21:23:45,,2018-01-05T21:23:45,,,,-1,0,0,,,2018.01.05 21:23:45,-21.139780,-53.754450,3
MS040_Rodolfo_692133A_2,2018.01.09 21:23:37,,2018-01-09T21:23:37,,,,-1,0,0,,,2018.01.09 21:23:37,-21.090650,-53.692340,10
MS040_Rodolfo_692133A_2,2018.01.14 01:23:57,,2018-01-14T01:23:57,,,,-1,0,0,,,2018.01.14 01:23:57,-21.098350,-53.723380,11
