objectid_1,objectid,leg_radam,leg_atual,leg_carga,clas_domi,leg_uveg,nm_uveg,leg_uantr,nm_uantr,leg_contat,nm_contat,veg_pretet,nm_pretet,legenda,shape_leng,shape_area
16690,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.10016,0.00041
16691,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,1.62702,0.04008
16692,1117,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.44582,0.00452
16693,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.02767,2E-05
16694,109,,Pah,Pah,Pah,Pah,Formao Pioneira com influncia fluvial e/ou lacustre herbcea,,,,,,,Pah - Formao Pioneira com influncia fluvial e/ou lacustre herbcea,0.06878,0.00033
16695,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,3.53082,0.04634
16696,1117,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.13456,0.0009
16697,7741,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,1.94312,0.04267
16698,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.10896,0.00031
16699,6642,Sgs2,STc/Sgs,STc/Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,ST,Contato Savana/Savana-Estpica,,,STc/Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria  em Contato Savana/Savana-Estpica,2.05999,0.03711
16700,1117,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.13462,0.00105
16701,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.33767,0.0023
16702,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.49288,0.00359
16703,6644,Sgs1,SNc/Sgs,SNc/Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria  em Contato Savana/Floresta Estacional,1.14465,0.01302
16704,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.12065,0.00081
16705,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,2.87517,0.03792
16706,7738,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,0.2909,0.00317
16707,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.1549,0.00133
16708,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,3.31972,0.00789
16709,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.54746,0.00193
16710,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.03415,7E-05
16711,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.11919,0.00092
16712,7734,Saf,Saf,Saf,Saf,Saf,Savana Arborizada com floresta-de-galeria,,,,,,,Saf - Savana Arborizada com floresta-de-galeria,0.51942,0.00622
16713,7738,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,0.57861,0.00421
16714,1117,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.15817,0.00093
16715,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.23504,0.00108
16716,6644,Sgs1,SNc/Sgs,SNc/Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria  em Contato Savana/Floresta Estacional,2.07759,0.03743
16717,7741,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,12.50913,0.56388
16718,7738,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,0.09735,0.00049
16719,57,Sps,Sps,Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,,,,,Sps - Savana Parque sem floresta-de-galeria,4.10716,0.08603
16720,7741,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,2.28688,0.03802
16721,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.11721,0.00046
16722,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.48739,0.0054
16723,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.36516,0.00418
16724,7738,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,1.53415,0.01633
16725,53,Sd1,SNc/Sd,SNc/Sd,Sd,Sd,Savana Florestada,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sd - Savana Florestada  em Contato Savana/Floresta Estacional,1.15749,0.01653
16726,57,Sps,Sps,Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,,,,,Sps - Savana Parque sem floresta-de-galeria,0.3886,0.00451
16727,109,,Pah,Pah,Pah,Pah,Formao Pioneira com influncia fluvial e/ou lacustre herbcea,,,,,,,Pah - Formao Pioneira com influncia fluvial e/ou lacustre herbcea,0.02189,3E-05
16728,7738,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,0.13351,0.00056
16729,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.18736,0.00051
16730,7738,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,0.53653,0.00376
16731,7741,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,0.4481,0.00426
16732,0,Tgf2,STc/Tgf,STc/Tgf,Tgf,Tgf,Savana-Estpica Gramneo-Lenhosa com floresta-de-galeria,,,ST,Contato Savana/Savana-Estpica,,,STc/Tgf - Savana-Estpica Gramneo-Lenhosa com floresta-de-galeria  em Contato Savana/Savana-Estpica,1.24988,0.02492
16733,7738,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,2.69472,0.03705
16734,7734,Saf,Saf,Saf,Saf,Saf,Savana Arborizada com floresta-de-galeria,,,,,,,Saf - Savana Arborizada com floresta-de-galeria,3.93489,0.10255
16735,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,1.30953,0.00711
16736,7738,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,0.62051,0.0069
16737,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.11612,0.00024
16738,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,3.78324,0.07236
16739,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.08973,0.00017
16740,0,Cse,Cse,Cse,Cse,Cse,Floresta Estacional Decidual Submontana com dossel emergente,,,,,,,Cse - Floresta Estacional Decidual Submontana com dossel emergente,0.10732,0.00052
16741,6872,Sps1,SNc/Sps,SNc/Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sps - Savana Parque sem floresta-de-galeria  em Contato Savana/Floresta Estacional,0.11083,0.00021
16742,0,Fae,Fae,Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,,,,,Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente,0.08369,0.00025
16743,6865,Sps2,STc/Sps,STc/Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,ST,Contato Savana/Savana-Estpica,,,STc/Sps - Savana Parque sem floresta-de-galeria  em Contato Savana/Savana-Estpica,0.06317,7E-05
16744,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01189,0
16745,7741,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,0.22196,0.00226
16746,7738,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,0.16074,0.00109
16747,57,Sps,Sps,Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,,,,,Sps - Savana Parque sem floresta-de-galeria,0.69662,0.00454
16748,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.21404,0.00034
16749,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.13274,0.00027
16750,109,,Pah,Pah,Pah,Pah,Formao Pioneira com influncia fluvial e/ou lacustre herbcea,,,,,,,Pah - Formao Pioneira com influncia fluvial e/ou lacustre herbcea,0.01706,2E-05
16751,7741,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,3.04806,0.05376
16752,6872,Sps1,SNc/Sps,SNc/Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sps - Savana Parque sem floresta-de-galeria  em Contato Savana/Floresta Estacional,0.07945,0.00013
16753,625,Acc,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.41371,0.00605
16754,0,Fae,Fae,Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,,,,,Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente,0.13075,0.00072
16755,625,Acc,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.15278,0.00145
16756,625,Acc,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.44139,0.00867
16757,57,Sps,Sps,Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,,,,,Sps - Savana Parque sem floresta-de-galeria,3.24217,0.03836
16758,625,Acc,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,1.35425,0.02181
16759,0,Cse,Cse,Cse,Cse,Cse,Floresta Estacional Decidual Submontana com dossel emergente,,,,,,,Cse - Floresta Estacional Decidual Submontana com dossel emergente,0.08303,0.00038
16760,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.75701,0.00844
16761,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,2.32019,0.05165
16762,625,Acc,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.09686,0.00057
16763,7738,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,0.55443,0.0055
16764,7738,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,0.7002,0.00815
16765,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.01903,2E-05
16766,0,Fae,Fae,Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,,,,,Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente,0.17248,0.00137
16767,7738,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,28.43889,0.72436
16768,6872,Sps1,SNc/Sps,SNc/Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sps - Savana Parque sem floresta-de-galeria  em Contato Savana/Floresta Estacional,0.18265,0.00038
16769,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.02811,5E-05
16770,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.45604,0.00075
16771,625,Acc,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.21425,0.00158
16772,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.78252,0.00808
16773,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.0237,2E-05
16774,53,Sd1,SNc/Sd,SNc/Sd,Sd,Sd,Savana Florestada,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sd - Savana Florestada  em Contato Savana/Floresta Estacional,2.64619,0.02793
16775,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.17953,0.00104
16776,6865,Sps2,STc/Sps,STc/Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,ST,Contato Savana/Savana-Estpica,,,STc/Sps - Savana Parque sem floresta-de-galeria  em Contato Savana/Savana-Estpica,1.24082,0.01134
16777,1117,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.14453,0.00112
16778,57,Sps,Sps,Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,,,,,Sps - Savana Parque sem floresta-de-galeria,2.63093,0.02622
16779,6865,Sps2,STc/Sps,STc/Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,ST,Contato Savana/Savana-Estpica,,,STc/Sps - Savana Parque sem floresta-de-galeria  em Contato Savana/Savana-Estpica,0.10259,0.00037
16780,1117,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.14598,0.00095
16781,625,Acc,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.18921,0.00191
16782,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.06351,0.00016
16783,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.06977,0.00014
16784,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.19524,0.00128
16785,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.22261,0.00068
16786,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.07971,0.00028
16787,6872,Sps1,SNc/Sps,SNc/Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sps - Savana Parque sem floresta-de-galeria  em Contato Savana/Floresta Estacional,0.31626,0.00076
16788,6872,Sps1,SNc/Sps,SNc/Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sps - Savana Parque sem floresta-de-galeria  em Contato Savana/Floresta Estacional,0.08896,0.00011
16789,6865,Sps2,STc/Sps,STc/Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,ST,Contato Savana/Savana-Estpica,,,STc/Sps - Savana Parque sem floresta-de-galeria  em Contato Savana/Savana-Estpica,0.30843,0.00192
16790,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.17053,0.00051
16791,57,Sps,Sps,Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,,,,,Sps - Savana Parque sem floresta-de-galeria,2.65366,0.05865
16792,0,Cse,Cse,Cse,Cse,Cse,Floresta Estacional Decidual Submontana com dossel emergente,,,,,,,Cse - Floresta Estacional Decidual Submontana com dossel emergente,0.36452,0.00404
16793,0,Cbe,Cbe,Cbe,Cbe,Cbe,Floresta Estacional Decidual das Terras Baixas com dossel emergente,,,,,,,Cbe - Floresta Estacional Decidual das Terras Baixas com dossel emergente,1.02553,0.01812
16794,0,Cse,Cse,Cse,Cse,Cse,Floresta Estacional Decidual Submontana com dossel emergente,,,,,,,Cse - Floresta Estacional Decidual Submontana com dossel emergente,0.13411,0.00072
16795,0,Fae,Fae,Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,,,,,Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente,2.54604,0.03703
16796,6872,Sps1,SNc/Sps,SNc/Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sps - Savana Parque sem floresta-de-galeria  em Contato Savana/Floresta Estacional,0.14676,0.00054
16797,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.05288,0.00015
16798,7738,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,0.14356,0.00073
16799,0,Cse,Cse,Cse,Cse,Cse,Floresta Estacional Decidual Submontana com dossel emergente,,,,,,,Cse - Floresta Estacional Decidual Submontana com dossel emergente,0.21261,0.00237
16800,0,,Cb,Cb,Cb,Cb,Floresta Estacional Decidual das Terras Baixas,,,,,,,Cb - Floresta Estacional Decidual das Terras Baixas,0.0332,8E-05
16801,109,,Pah,Pah,Pah,Pah,Formao Pioneira com influncia fluvial e/ou lacustre herbcea,,,,,,,Pah - Formao Pioneira com influncia fluvial e/ou lacustre herbcea,0.0493,0.00018
16802,7741,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,2.89045,0.04781
16803,1117,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,144,0.0011
16804,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.84508,0.01182
16805,53,Sd1,SNc/Sd,SNc/Sd,Sd,Sd,Savana Florestada,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sd - Savana Florestada  em Contato Savana/Floresta Estacional,1.05677,0.02307
16806,6452,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.14306,0.00075
16807,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.1091,0.00027
16808,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.05942,0.00012
16809,6865,Sps2,STc/Sps,STc/Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,ST,Contato Savana/Savana-Estpica,,,STc/Sps - Savana Parque sem floresta-de-galeria  em Contato Savana/Savana-Estpica,0.23612,0.00197
16810,0,Fae,Fae,Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,,,,,Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente,0.17568,0.00041
16811,7741,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,7.85339,0.1393
16812,6872,Sps1,SNc/Sps,SNc/Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sps - Savana Parque sem floresta-de-galeria  em Contato Savana/Floresta Estacional,1.03977,0.01649
16813,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.08547,0.00018
16814,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.0626,0.00026
16815,7738,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,0.23275,0.00133
16816,57,Sps,Sps,Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,,,,,Sps - Savana Parque sem floresta-de-galeria,5.2549,0.20167
16817,7738,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,6.8494,0.12103
16818,0,Cbe,Cbe,Cbe,Cbe,Cbe,Floresta Estacional Decidual das Terras Baixas com dossel emergente,,,,,,,Cbe - Floresta Estacional Decidual das Terras Baixas com dossel emergente,0.5007,0.00425
16819,8421,,Paa,Paa,Paa,Paa,Formao Pioneira com influncia fluvial e/ou lacustre arbustiva,,,,,,,Paa - Formao Pioneira com influncia fluvial e/ou lacustre arbustiva,0.04711,0.00013
16820,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.04606,0.00012
16821,6872,Sps1,SNc/Sps,SNc/Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sps - Savana Parque sem floresta-de-galeria  em Contato Savana/Floresta Estacional,6.29385,0.09327
16822,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.0434,6E-05
16823,6865,Sps2,STc/Sps,STc/Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,ST,Contato Savana/Savana-Estpica,,,STc/Sps - Savana Parque sem floresta-de-galeria  em Contato Savana/Savana-Estpica,0.04251,0.0001
16824,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.05817,0.0002
16825,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.02564,5E-05
16826,0,Cse,Cse,Cse,Cse,Cse,Floresta Estacional Decidual Submontana com dossel emergente,,,,,,,Cse - Floresta Estacional Decidual Submontana com dossel emergente,0.58604,0.00701
16827,7741,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,4.67944,0.12704
16828,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.08044,0.00019
16829,8421,,Paa,Paa,Paa,Paa,Formao Pioneira com influncia fluvial e/ou lacustre arbustiva,,,,,,,Paa - Formao Pioneira com influncia fluvial e/ou lacustre arbustiva,0.01637,2E-05
16830,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.03993,7E-05
16831,1117,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.15508,0.00132
16832,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.06706,0.00024
16833,106,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.0709,0.00013
16834,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.07614,0.00016
16835,0,Fae1,SNc/Fae,SNc/Fae,Fae,Fae,Floresta Estacional Semidecidual Aluvial com dossel emergente,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente  em Contato Savana/Floresta Estacional,0.10471,0.00026
